date,person_name,person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,tax,loan_status
12-10-2002,Rosado Eleuterio,23.0,male,Associate,33472.0,0.0,MORTGAGE,1000.0,HOMEIMP,15.99,0.03,3.0,638.0,No,1,Pending
14-04-2000,Dário Henrique Grade,25.0,female,Bachelors,80399.0,1.0,MORTGAGE,4000.0,MEDICAL,12.18,0.05,3.0,620.0,Yes,1,Pending
15-06-1996,Iris Leonor Justa,29.0,female,Doctrate,37167.0,5.0,RENT,7200.0,VENTUREE,15.27,0.19,8.0,672.0,No,1,Rejected
01-09-1993,Pascaline Alceu,32.0,male,High School,32102.0,6.0,MORTGAGE,2400.0,VENTURE,14.96,0.07,6.0,566.0,No,1,Rejected
01-02-2001,Dominiana Bumba,24.0,male,Bachelor,180880.0,2.0,MORTGAGE,20000.0,DEBTCONSOLIDATION,10.51,0.11,4.0,644.0,Yes,1,Rejected
21-08-1997,Ana Valentim Anunciação,28.0,female,Assoc. Degree,58674.0,9.0,RENT,15000.0,DEBTCONSOLIDATION,11.99,0.26,10.0,623.0,No,1,Approved
15-04-1996,Leandro André Tenorio,29.0,female,Bachelor,114951.0,5.0,RENT,6000.0,VENTUREE,11.49,0.05,7.0,,No,1,Rejected
08-12-2000,Codruta Louzao,25.0,female,Associate,51359.0,4.0,RENT,10000.0,PERSON,13.75,0.19,3.0,699.0,No,1,Rejected
21-08-2002,Timeo Piscino,23.0,female,Associate,90889.0,4.0,MORTGAGE,12000.0,VENTURE,9.91,0.13,2.0,650.0,No,1,Rejected
08-05-2003,Alcindo Rui Tudela,22.0,Men,Bachelor,62512.0,0.0,MORTG,10000.0,DEBTCONSOLIDATION,8.49,0.16,3.0,662.0,Yes,1,Rejected
18-04-2002,Aquil Loura,23.0,female,Associate,54067.0,2.0,MORTGAGE,6500.0,EDUCATION,7.51,0.12,4.0,613.0,No,1,Rejected
19-11-1995,Isac Miguel Pontinha,30.0,male,Master,93947.0,7.0,MORTGAGE,9000.0,DEBTCONSOLIDATION,7.88,0.1,7.0,676.0,Yes,1,Rejected
11-07-1998,Regina Olívia Gàsio,27.0,female,Associate,90549.0,5.0,MORTGAGE,6625.0,DEBTCONSOLIDATION,11.01,0.07,10.0,667.0,Yes,1,Rejected
24-04-2003,Aafiya Sant'Ovaia,22.0,female,Master,98523.0,0.0,MORTGAGE,20000.0,PERSONAL,6.54,0.2,2.0,572.0,Yes,1,Pending
13-06-1983,Lorenza Grou,42.0,male,Associate,60566.0,18.0,MORTG,7000.0,EDUCATION,11.01,0.12,12.0,698.0,Yes,1,Rejected
03-05-1984,Lionésio Risota,41.0,male,Assoc,94810.0,14.0,MORTGAGE,6981.0,DEBTCONSOLIDATION,,0.07,15.0,652.0,No,1,Approved
06-11-1993,Lurdino Milhinhos,32.0,Men,Bachelor,64861.0,5.0,MORTGAGE,1393.0,VENTURE,11.07,0.02,6.0,711.0,Yes,1,Rejected
15-08-1997,Enilda Donário,28.0,male,Bachelor,29920.0,8.0,RENT,3500.0,HOME-IMPROVE,14.72,0.12,6.0,627.0,No,1,Approved
22-03-1991,Valton Honorato,34.0,M,Bachelor,48927.0,12.0,RENT,5000.0,VENTURE,12.53,0.1,9.0,572.0,Yes,1,Rejected
21-10-1995,Kelly Filipa Sancho,30.0,male,Master,29585.0,9.0,RENT,9969.0,MEDICAL,10.27,0.34,8.0,687.0,No,1,Approved
18-02-1999,Cristiano António Cortes,26.0,female,Bachelor,87280.0,3.0,OWN,10000.0,MEDICAL,7.74,0.11,4.0,615.0,No,1,Rejected
14-10-1993,Ariana Paloma Brigieiro,32.0,male,Associate,89021.0,8.0,MORTGAGE,8500.0,HOMEIMPROVEMENT,7.29,0.1,10.0,644.0,No,1,Rejected
12-04-2003,Frederico Duarte Esgalhado,22.0,Men,Bachelor,37098.0,4.0,RENT,5300.0,EDUCATION,17.99,0.14,4.0,589.0,No,1,Pending
23-01-2002,Edevaldo Longinho,23.0,male,Bachelor,63379.0,1.0,RNT,4000.0,DEBTCONSOLIDATION,13.98,0.06,2.0,702.0,No,1,Rejected
21-11-2000,Samael Folha,25.0,F,Bachelor,61463.0,5.0,RENT,3000.0,DEBTCONSOLIDATION,14.42,0.05,2.0,618.0,No,1,Pending
20-06-1999,Georgia Sénica,26.0,male,Bachelor,54459.0,5.0,MORTGAGE,4000.0,DEBTCONSOLIDATION,6.76,0.07,2.0,647.0,No,1,Rejected
17-04-1999,Salustiano Fona,26.0,female,Associate,226744.0,0.0,MORTGAGE,20000.0,VENTURE,17.74,0.09,2.0,621.0,No,1,Approved
18-07-1993,Sância Toito,32.0,male,Bachelor,51156.0,7.0,MORTGAGE,13200.0,VENTURE,11.71,0.26,7.0,691.0,No,1,Rejected
02-01-1987,Duna Grancho,38.0,male,Bachlor,88370.0,,RENT,15000.0,PERSONAL,12.68,0.17,12.0,555.0,No,1,Rejected
21-02-2001,César Júnior Martins,24.0,male,Bachlor,36799.0,3.0,RENT,5300.0,EDUCATION,15.58,0.14,4.0,616.0,No,1,Approved
08-03-2002,Amorita Ris,23.0,female,Bachelor,42174.0,2.0,MORTGAGE,10000.0,DEBTCONSOLIDATION,6.99,0.24,4.0,631.0,Yes,1,Rejected
09-07-2002,Diana Mar Pedra,23.0,female,Bachelor,175443.0,1.0,MORTGAGE,12000.0,MEDICAL,10.37,0.07,2.0,655.0,Yes,1,Rejected
09-09-1993,Philomène Caio,32.0,Woman,Bachelor,63579.0,9.0,MORTGAGE,2514.0,HOME-IMPROVE,9.05,0.04,10.0,665.0,Yes,1,Rejected
17-01-1993,Hérman Gordalina,32.0,male,HS,193173.0,13.0,MORTGAGE,22325.0,VENTURE,11.1,0.12,8.0,617.0,Yes,1,Rejected
02-09-1989,Moisés Manuel Cruzeiro,36.0,male,HS,18192.0,14.0,OWN,7000.0,DEBTCONS,5.42,0.38,16.0,694.0,No,1,Pending
19-05-2001,Ekati Galioto,24.0,female,Associates,44013.0,1.0,RENT,5300.0,EDUCATION,15.28,0.12,3.0,662.0,Yes,1,Pending
05-02-1994,Ellie Joy Pinho,31.0,female,Associate,93032.0,9.0,MORTGAGE,10000.0,VENTURE,14.65,0.11,5.0,688.0,No,1,Rejected
23-09-1986,Loryane Teixoso,39.0,Men,High School,180785.0,19.0,MORTGAGE,30000.0,MEDICAL,8.9,0.17,11.0,678.0,No,1,Rejected
06-10-1996,Gleyciane Fragata,29.0,male,BSc,20949.0,10.0,RENT,5000.0,PERSONAL,9.64,0.24,8.0,714.0,No,1,Pending
11-02-2002,Zury Lusindre,23.0,male,BSc,46830.0,0.0,RENT,13000.0,EDUCATION,11.01,0.28,4.0,664.0,No,1,Approved
20-05-1990,Lúcileny Belgas,35.0,Woman,Bachelor,160161.0,9.0,MORTGAGE,15000.0,HOMEIMP,16.77,0.09,7.0,665.0,No,1,Rejected
17-01-1996,Balthazar José Manuel Catela,29.0,F,Master,25020.0,8.0,RENT,4400.0,MEDICAL,13.92,0.18,7.0,665.0,No,1,Rejected
08-03-1991,Luís Vasco Mindrico,34.0,male,High School,66484.0,14.0,RENT,7000.0,MEDICAL,8.88,0.11,9.0,627.0,Yes,1,Pending
14-11-2000,Maria Anaia Campia,25.0,female,High School,74354.0,0.0,RENT,0.0,MEDICAL,11.01,0.08,3.0,494.0,Yes,1,Pending
05-03-2003,Marília Gabriela Sendas,22.0,male,Associate,39712.0,0.0,RENT,10400.0,MEDICAL,14.84,0.26,2.0,681.0,No,1,Approved
26-05-1998,Alycia Natália Valido,27.0,Woman,Doctorate,55999.0,7.0,MORTGAGE,5000.0,DEBTCONSOLIDATION,13.23,0.09,8.0,611.0,Yes,1,Pending
17-12-2003,Querem Espinha,22.0,male,Associates,124091.0,1.0,MORTGAGE,6000.0,MEDICAL,11.01,0.05,4.0,528.0,Yes,1,Pending
25-03-1978,Hunny Tugueira,47.0,female,Master,108919.0,22.0,RNT,12000.0,PERSONAL,10.28,0.11,16.0,700.0,No,1,Pending
24-02-1981,Roodney Junior Leoo,44.0,male,HS,61037.0,23.0,RENT,13000.0,VENTURE,13.16,0.21,13.0,719.0,Yes,1,Pending
21-07-1992,Ana Mara Canilho,33.0,female,Masters,65664.0,10.0,MORTGAGE,32000.0,MEDICAL,15.23,0.49,7.0,677.0,No,1,Approved
09-07-1994,Sumaia Anaquim,31.0,Woman,Master,102918.0,9.0,RENT,12000.0,PERSONAL,15.27,0.12,8.0,610.0,No,1,Pending
30-05-2002,Shao Minnis,23.0,male,Bachelor,70213.0,3.0,MORTGAGE,10000.0,EDUCATION,14.98,0.14,4.0,679.0,Yes,1,Pending
30-12-2000,Giannini Lousã,25.0,female,Master,43326.0,3.0,RNT,7200.0,MEDICAL,,0.17,4.0,679.0,Yes,1,Rejected
06-05-1995,Eduardo Martim Barouqueiro,30.0,Woman,Doctorate,113669.0,8.0,MORTGAGE,10000.0,EDUCATION,14.27,0.09,6.0,662.0,Yes,1,Rejected
01-01-2003,Cisaldo Aldeoo,22.0,male,Bachelor,121236.0,0.0,RNT,20000.0,PERSONL,12.21,0.16,3.0,580.0,Yes,1,Rejected
27-06-2003,Brunna Arroz,22.0,male,Master,36260.0,0.0,RENT,2800.0,EDUCATION,7.43,0.08,4.0,667.0,Yes,1,Pending
04-04-2001,Orquídea Rabaço,24.0,female,High School,37892.0,5.0,RENT,6906.0,EDUCATION,14.62,0.18,4.0,528.0,No,1,Approved
23-06-2002,Bernard Rhyan Alfafar,23.0,male,Bachlor,64611.0,0.0,RENT,6403.0,EDUCATION,14.4,0.1,4.0,555.0,Yes,1,Pending
27-12-2001,Tomás Margarido Muxata,24.0,male,Master,58605.0,5.0,MORTGAGE,5000.0,VENTUREE,5.99,0.09,4.0,649.0,Yes,1,Rejected
13-04-1998,Hániyah Faustino,27.0,male,Bachelor,68469.0,3.0,MORTGAGE,10000.0,EDUCATION,10.36,0.15,10.0,565.0,Yes,1,Rejected
15-03-2001,Sabaahat Cartucho,24.0,F,Associate,61239.0,2.0,RENT,12000.0,EDUCATION,6.57,0.2,4.0,670.0,Yes,1,Pending
24-07-1999,Pedro Augusto Pinguel,26.0,male,Bachelor,64681.0,6.0,RENT,,EDUCATION,6.91,0.06,4.0,640.0,Yes,1,Pending
12-10-1995,Aquilino Tarelho,30.0,male,High School,130695.0,8.0,MORTGAGE,5000.0,HOMEIMPROVEMENT,10.99,0.04,5.0,621.0,No,1,Pending
25-04-1996,Pedro Filipe Pinhanços,29.0,female,High School,126739.0,3.0,MORTGAGE,5000.0,PERSONAL,12.53,0.04,9.0,503.0,Yes,1,Rejected
04-11-2003,Hassatou Canhota,22.0,Woman,Master,91530.0,0.0,RENT,20000.0,MEDICAL,11.01,0.22,2.0,665.0,No,1,Rejected
27-03-1999,Krisha Brazão,26.0,male,High School,50111.0,4.0,RENT,3000.0,DEBTCONSOLIDATION,12.42,0.06,3.0,540.0,Yes,1,Rejected
26-08-2000,Mufaddal Roloo,25.0,male,Bachelor,,6.0,MORTGAGE,25000.0,VENTURE,11.01,0.22,2.0,676.0,No,1,Approved
29-04-1999,Aubin Morganico,26.0,female,High School,71567.0,4.0,OWN,5092.0,MEDICAL,8.4,0.07,3.0,609.0,No,1,Rejected
13-01-1985,Duarte Salvador Rangel,40.0,F,Associate,114806.0,19.0,OWN,5000.0,HOMEIMPROVEMENT,10.65,0.04,16.0,576.0,No,1,Rejected
12-12-1999,Áurea Félix Manala,26.0,male,Master,65999.0,6.0,OWN,5000.0,EDUCATION,7.51,0.08,3.0,651.0,Yes,1,Rejected
20-03-2002,Inês Matilde Eugenio,23.0,female,Associate,61006.0,0.0,RENT,10000.0,EDUCATION,7.51,0.16,3.0,671.0,Yes,1,Pending
06-03-1999,Quione Nine,26.0,female,Associate,34102.0,,RENT,3555.0,VENTUREE,8.48,0.1,8.0,563.0,Yes,1,Rejected
03-02-1997,Lisa Liz Carapau,28.0,female,High School,94810.0,3.0,RENT,20000.0,DEBTCONSOLIDATION,11.6,0.21,5.0,663.0,No,1,Rejected
02-10-1998,Eleutéria Furet,27.0,female,Associate,31700.0,4.0,RENT,3000.0,MED,10.64,0.09,8.0,628.0,No,1,Pending
06-03-1991,Ortigão Travanca,34.0,male,Associate,178937.0,13.0,RENT,20000.0,HOMEIMPROVEMENT,8.9,0.11,6.0,550.0,Yes,1,Rejected
26-07-1994,Cristina de Fátima Vela,31.0,female,Bachelor,41583.0,6.0,RENT,5000.0,DEBTCONS,5.42,0.12,7.0,592.0,Yes,1,Rejected
30-12-1986,Desejada Encarnacoo,39.0,male,High School,150996.0,19.0,RENT,10000.0,HOMEIMP,10.86,0.07,10.0,572.0,Yes,1,Pending
16-05-2001,Bianca Alzira Alfarela,24.0,Men,Master,87334.0,0.0,RENT,15000.0,DEBTCONSOLIDATION,11.03,0.17,2.0,635.0,Yes,1,Rejected
25-07-2001,Mileu Bordadágua,24.0,female,High School,35838.0,0.0,RENT,6000.0,MEDICAL,10.86,0.17,3.0,503.0,No,1,Approved
12-12-1997,Rafaela Alexandra Sarzedas,28.0,female,Assoc,64959.0,6.0,MORTGAGE,10000.0,HOMEIMPROVEMENT,12.98,0.15,10.0,483.0,Yes,1,Rejected
06-05-1987,Hugo Rebanda,38.0,female,High School,84484.0,15.0,MORTGAGE,9250.0,PERSONAL,7.51,0.11,17.0,568.0,No,1,Pending
20-12-1998,Stéphany Vanderleia Feigueira,27.0,male,Master,56206.0,5.0,RENT,10000.0,VENTURE,11.01,0.18,5.0,596.0,No,1,Rejected
10-01-1998,Duarte Nzari Pardo,27.0,Men,HS,36906.0,3.0,RENT,8600.0,EDUCATION,7.51,0.23,8.0,626.0,No,1,Rejected
11-08-2002,Roslene Yasmin Vasco,23.0,male,High School,69536.0,0.0,RENT,5971.0,VENTURE,11.16,0.09,3.0,565.0,Yes,1,Rejected
25-11-1996,Henrique Alberto Rei,29.0,male,Associate,104378.0,8.0,MORTGAGE,8000.0,PERSONAL,12.99,0.08,8.0,670.0,Yes,1,Rejected
22-01-1995,Mélinda Malos,30.0,male,Associates,118628.0,5.0,MORTG,3500.0,VENTURE,7.68,0.03,10.0,681.0,Yes,1,Pending
21-12-1999,Miroslavo Valor,26.0,female,Bachelor,25650.0,2.0,RENT,5539.0,VENTUREE,7.42,0.22,6.0,635.0,Yes,1,Pending
16-06-2001,Roquelino Paixoo,24.0,female,Associate,73115.0,0.0,MORTGAGE,4000.0,HOME-IMPROVE,14.02,0.05,2.0,541.0,Yes,1,Rejected
26-01-2002,Sandiego Minhoto,23.0,male,Bachelor,89921.0,3.0,RENT,3500.0,EDUCATION,12.87,0.04,3.0,634.0,Yes,1,Rejected
23-06-1995,Wiam Bacão,30.0,female,Master,84847.0,9.0,MORTGAGE,18000.0,HOMEIMPROVEMENT,11.01,0.21,7.0,691.0,Yes,1,Pending
10-01-1999,Amandla Guilhoto,26.0,female,Associate,92899.0,6.0,RENT,7200.0,EDUCATION,9.63,0.08,3.0,612.0,Yes,1,Rejected
13-03-1995,Narajuna Opaleor Kastar Bertoo,30.0,male,Assoc,51424.0,9.0,MORTGAGE,7826.0,PERSONAL,13.09,0.15,9.0,609.0,No,1,Pending
30-01-2000,Maria Matilde Serroo,25.0,male,Associate,44695.0,3.0,RENT,18200.0,PERSONAL,9.91,0.41,4.0,647.0,No,1,Approved
02-10-2001,Deus Senano,24.0,male,Mstr,62192.0,3.0,RENT,20000.0,VENTURE,10.38,0.32,3.0,640.0,No,1,Approved
03-03-1974,Diogo Dinis Álvaro,51.0,male,Bachelor,45541.0,29.0,RENT,10887.0,EDUCATION,13.57,0.24,19.0,626.0,Yes,1,Rejected
05-03-2002,Ravi Salomão Leitoa,23.0,female,Bachelor,48826.0,1.0,MORTGAGE,12000.0,EDUCATION,9.88,0.25,2.0,666.0,No,1,Rejected
05-10-1992,Constança Dinis Boeiro,33.0,male,Bachelor,97094.0,12.0,MRTG,6000.0,VENTURE,11.11,0.06,8.0,720.0,Yes,1,Pending
04-03-1972,Engelécia Pessanha,53.0,female,Associate,72980.0,32.0,RENT,4425.0,MEDICAL,8.9,0.06,29.0,690.0,Yes,1,Rejected
01-05-1999,Ashley Nayara Verão,26.0,male,BSc,153665.0,7.0,MORTGAGE,6000.0,EDUCATION,5.42,0.04,3.0,638.0,No,1,Rejected
16-08-1975,Elcieny Aliane Festa,50.0,male,Bachelor,44140.0,26.0,RENT,5000.0,VENTURE,10.37,0.11,16.0,617.0,Yes,1,Rejected
18-11-1984,Manuel Martinho Fateixa,41.0,male,Associate,44217.0,20.0,RENT,10000.0,DEBTCONS,6.03,0.23,15.0,670.0,Yes,1,Rejected
12-11-2001,Tomás Faizal Girão,24.0,female,High School,90975.0,3.0,OWN,8500.0,PERSONAL,11.36,0.09,4.0,541.0,No,1,Pending
23-05-1994,Dúval Luisio,31.0,female,Associate,32923.0,7.0,RENT,3250.0,VENTUREE,13.48,0.1,8.0,672.0,Yes,1,Rejected
21-03-1995,Arieny Alceu,30.0,female,Bachelor,64832.0,8.0,RENT,15000.0,PERSONAL,9.08,0.23,10.0,637.0,Yes,1,Rejected
12-05-1993,Myron Calinas,32.0,male,High School,265048.0,9.0,MORTGAGE,33000.0,HOMEIMPROVEMENT,20.0,0.12,9.0,661.0,No,1,Rejected
14-04-1982,Ayhame Respeita,43.0,Men,Highschool,54843.0,19.0,RENT,12000.0,MEDICAL,6.91,0.22,12.0,641.0,Yes,1,Rejected
07-12-1999,Estefânia Gusmão,26.0,female,High School,87686.0,5.0,RENT,15000.0,PERSONAL,6.92,0.17,3.0,635.0,No,1,Pending
19-02-2000,Alice Tomás Vareiro,25.0,female,High School,144900.0,4.0,MORTGAGE,16000.0,DEBTCONSOLIDATION,7.43,0.11,4.0,543.0,Yes,1,Rejected
28-04-2001,Márcio Henrique Travessa,24.0,male,High School,60727.0,6.0,RENT,10000.0,MEDICAL,11.01,0.16,3.0,709.0,Yes,1,Rejected
08-11-1998,Irina Verónica Bruno,27.0,female,Bachelor,32158.0,4.0,MORTGAGE,5000.0,MEDICAL,8.94,0.16,9.0,692.0,Yes,1,Rejected
20-11-1952,Gabriela Alexandra Isca,73.0,male,Associate,47877.0,48.0,RENT,1800.0,MEDICAL,12.53,0.04,21.0,684.0,No,1,Rejected
21-09-1989,Dinis João Lourenço,36.0,female,Associate,152184.0,10.0,RENT,8000.0,MDICAL,7.14,0.05,11.0,677.0,Yes,1,Pending
18-11-2002,Ana Victória Marinheiro,23.0,Woman,Associate,59637.0,0.0,RENT,4000.0,VENTURE,13.99,0.07,4.0,539.0,No,1,Rejected
01-02-2002,Raquel Miranda Doutis,23.0,female,Master,44180.0,0.0,OWN,8500.0,EDUCATION,7.51,0.19,3.0,635.0,No,1,Rejected
06-11-1991,Ane Balhau,34.0,female,Master,38388.0,14.0,MORTGAGE,6000.0,PERSONAL,11.01,0.16,8.0,633.0,Yes,1,Pending
26-09-2000,Patrícia Janine Baiam,25.0,male,Associate,63463.0,4.0,RENT,10000.0,EDUCATION,11.01,0.16,2.0,671.0,No,1,Rejected
08-09-2002,Marco José Carias,23.0,male,High School,39650.0,0.0,RENT,5000.0,HOMEIMPROVEMENT,12.69,0.13,4.0,690.0,No,1,Approved
02-11-1990,Yousef Marinheiro,35.0,female,Bachelor,65556.0,12.0,OWN,6000.0,VENTUREE,6.62,0.09,9.0,617.0,Yes,1,Rejected
01-02-2001,Giulia Maria Nel,24.0,male,Bachelor,46687.0,1.0,RENT,6000.0,DEBTCONSOLIDATION,10.39,0.13,2.0,621.0,Yes,1,Rejected
20-01-1997,Carmelina Mouroo,28.0,female,H-School,176284.0,4.0,MORTGAGE,14651.0,DEBTCONSOLIDATION,7.11,0.08,5.0,590.0,No,1,Rejected
23-11-1995,Lavesh Munhos,30.0,male,Bachelor,74954.0,8.0,RENT,6000.0,VENTURE,15.96,0.08,9.0,693.0,Yes,1,Rejected
23-06-2000,Catherine Porelo,25.0,female,Bachelor,138951.0,3.0,MORTGAGE,20000.0,EDUCTION,15.65,0.14,2.0,612.0,No,1,Pending
18-09-2000,Clara Matilde Leio,25.0,Men,Associate,49160.0,1.0,RENT,4000.0,EDUCATION,8.03,0.08,4.0,532.0,Yes,1,Rejected
20-12-1997,Zanil Miroo,28.0,M,High School,70259.0,4.0,RENT,3300.0,PERSONL,11.01,0.05,8.0,682.0,Yes,1,Pending
14-01-1998,Jorawar Campante,27.0,female,Master,118324.0,4.0,RENT,5000.0,VENTURE,13.98,0.04,6.0,693.0,No,1,Pending
21-02-2002,Núria Ariana Malhoo,23.0,male,MSc,96969.0,2.0,RENT,20000.0,MED,7.9,0.21,4.0,696.0,No,1,Rejected
05-10-1998,Cedrick Miguel Lavajo,27.0,female,High School,77670.0,4.0,RENT,4000.0,PERSONAL,9.25,0.05,5.0,611.0,Yes,1,Rejected
24-07-1990,Neadil Leitoo,35.0,female,High School,45875.0,12.0,RENT,8000.0,MED,10.99,0.17,7.0,612.0,Yes,1,Rejected
26-01-1999,Sylla Zarco,26.0,male,BSc,78977.0,0.0,RENT,28000.0,MEDICAL,7.9,0.35,7.0,517.0,No,1,Approved
07-04-1998,Tala Borrego,27.0,M,Master,54533.0,3.0,RENT,2500.0,PERSONAL,11.99,0.05,10.0,717.0,Yes,1,Rejected
21-04-2001,Amoljot Reino,24.0,male,Master,133099.0,0.0,RNT,12000.0,PERSONAL,7.9,0.09,3.0,651.0,No,1,Pending
07-02-1994,João Matheus Alvarenga,31.0,male,High School,44260.0,8.0,RENT,12000.0,EDUCTION,10.36,0.27,8.0,589.0,No,1,Approved
07-10-1995,Atesh Vindeirinho,30.0,male,Bachelor,71385.0,5.0,RNT,12000.0,DEBTCONS,11.01,0.17,10.0,688.0,Yes,1,Rejected
25-07-1960,Huirá Grácio,65.0,male,High School,56322.0,44.0,RENT,10500.0,VENTURE,16.32,0.19,24.0,701.0,No,1,Rejected
29-04-1984,Ella-Luena Sabadino,41.0,male,High School,241503.0,20.0,MORTGAGE,1000.0,VENTUREE,10.38,0.0,13.0,611.0,No,1,Pending
18-02-1996,Nuala Horteloo,29.0,female,Associate,135052.0,5.0,MORTGAGE,5000.0,PERSONAL,14.27,0.04,6.0,687.0,No,1,Rejected
27-09-1997,Josseline Alpendre,28.0,female,Master,44221.0,8.0,MORTGAGE,6835.0,DEBTCONSOLIDATION,8.18,0.15,9.0,639.0,No,1,Pending
22-05-2002,Verónika Cro,23.0,female,Bachelor,58334.0,1.0,RNT,8000.0,DEBTCONSOLIDATION,12.99,0.14,4.0,663.0,Yes,1,Rejected
26-01-1998,Sofia Carolina Moucho,27.0,M,Bachelor,91627.0,3.0,RENT,10500.0,HOMEIMPROVEMENT,12.69,0.11,5.0,567.0,Yes,1,Rejected
22-07-2002,Edda Carinhas,23.0,female,High School,101741.0,1.0,RENT,6500.0,VENTURE,11.01,0.06,3.0,638.0,Yes,1,Pending
24-07-2000,Cinthia Sérvio,25.0,female,High School,45065.0,0.0,RENT,5983.0,EDUCATION,10.12,0.13,4.0,619.0,Yes,1,Rejected
06-02-1996,Nacib Lobato,29.0,female,Bachelor,22479.0,9.0,RENT,3000.0,VENTURE,12.69,0.13,5.0,586.0,No,1,Approved
06-04-2001,Chelsy Furriela,24.0,male,Bachelor,207521.0,2.0,MORTGAGE,15000.0,EDUCATION,10.37,0.07,4.0,695.0,Yes,1,Pending
22-03-1984,Nelma Ninho,41.0,male,High School,86688.0,19.0,RENT,10000.0,EDUCATION,7.14,0.12,14.0,702.0,Yes,1,Rejected
14-08-1999,Onésimo de Uden Boinho,26.0,female,High School,31013.0,4.0,OWN,5000.0,EDUCATION,9.88,0.16,3.0,555.0,Yes,1,Rejected
11-01-2003,Kyara Aline Batata,22.0,male,High School,49026.0,0.0,RENT,7000.0,EDUCATION,11.14,0.14,4.0,498.0,Yes,1,Rejected
03-06-1999,Alexandre Rodrigo Chaùla,26.0,male,Associate,55371.0,4.0,RNT,7500.0,MEDICAL,11.14,0.14,3.0,611.0,Yes,1,Rejected
29-06-1993,Pierre Feitor,32.0,female,Master,65436.0,10.0,MORTGAGE,3000.0,EDUCATION,11.01,0.05,7.0,684.0,No,1,Rejected
27-07-2002,Yara Carina Casado,23.0,female,Associate,51098.0,3.0,RENT,14000.0,PERSONAL,16.89,0.27,3.0,656.0,No,1,Approved
17-09-2001,Diogo Stefan Damaso,24.0,female,Bachelor,44701.0,0.0,RENT,13000.0,EDUCATION,17.27,0.29,4.0,600.0,No,1,Pending
07-07-1992,Gabriela Fabiana Canario,33.0,male,Bachelor,31062.0,10.0,RENT,,VENTURE,13.29,0.27,6.0,624.0,No,1,Approved
22-10-1999,Sarah Miguel Coxo,26.0,female,Associates,25121.0,7.0,RENT,4800.0,MEDICAL,8.99,0.19,3.0,,Yes,1,Pending
17-12-2003,Adonai Napoleão,22.0,male,Master,90944.0,0.0,RNT,21000.0,EDUCATION,10.0,0.23,3.0,523.0,Yes,1,Pending
19-03-1999,Lúcio Carvoo,26.0,female,H-School,43945.0,2.0,RENT,14500.0,VENTURE,9.93,0.33,3.0,673.0,No,1,Pending
20-06-1999,Guilherme Ulisses Real,26.0,male,Masters,106506.0,2.0,RENT,10000.0,VENTUREE,12.69,0.09,2.0,673.0,Yes,1,Rejected
09-10-2000,Demétrios Carapeto,25.0,male,Bachelor,51210.0,1.0,RENT,12248.0,PERSONAL,9.18,0.24,4.0,678.0,No,1,Rejected
28-10-1994,Alcibíades Anceris,31.0,male,Associate,55248.0,8.0,MORTGAGE,6500.0,EDUCTION,12.9,0.12,9.0,563.0,Yes,1,Rejected
28-08-2002,Edomilda Travessa,23.0,Woman,Associate,44010.0,1.0,MORTGAGE,18367.0,PERSONAL,7.89,0.42,4.0,606.0,Yes,1,Rejected
05-10-1989,Alyne Dunhão,36.0,female,Bachelors,96972.0,10.0,MORTGAGE,5000.0,MEDICAL,11.11,0.05,10.0,580.0,No,1,Rejected
11-03-2000,Yamato Boleu,25.0,male,High School,114897.0,6.0,MORTGAGE,15000.0,DEBTCONSOLIDATION,11.49,0.13,3.0,645.0,Yes,1,Rejected
13-01-1998,Pemdu Deodato,27.0,Woman,Associate,90871.0,5.0,RENT,10000.0,EDUCATION,9.63,0.11,9.0,636.0,No,1,Pending
02-01-2002,Josélia Romero,23.0,female,High School,42867.0,0.0,RENT,7000.0,EDUCATION,10.99,0.16,3.0,644.0,No,1,Rejected
26-02-2003,Elyon Conceição,22.0,male,High School,85215.0,2.0,MORTGAGE,9000.0,EDUCATION,13.22,0.11,2.0,525.0,Yes,1,Pending
14-05-2002,Angélica Osório,23.0,female,Assoc. Degree,88737.0,1.0,RENT,6000.0,MEDICAL,12.53,0.07,4.0,543.0,Yes,1,Pending
04-03-1995,Valentim Ian Carepo,30.0,Men,Bachelor,87628.0,6.0,MORTGAGE,12000.0,MEDICAL,10.82,0.14,6.0,608.0,Yes,1,Pending
21-09-2001,Gael Portes,24.0,male,High School,56969.0,1.0,RENT,5000.0,DEBTCONSOLIDATION,12.18,0.09,4.0,640.0,No,1,Rejected
02-12-1983,Denise Xavier Arantes,42.0,female,Associate,103116.0,16.0,MORTGAGE,10000.0,EDUCATION,8.8,0.1,16.0,611.0,Yes,1,Rejected
16-10-2001,Emanuel Maria Reixa,24.0,female,Associate,57321.0,0.0,MRTG,9000.0,MED,8.94,0.16,3.0,538.0,No,1,Pending
15-02-2002,Enzo Mateus Luisa,23.0,male,Master,72938.0,0.0,OWN,11500.0,VENTUREE,11.01,0.16,4.0,613.0,Yes,1,Pending
04-05-2000,Tomás Ricardo Graudo,25.0,male,Bachelor,54109.0,4.0,MORTGAGE,10000.0,VENTURE,12.87,0.18,2.0,623.0,No,1,Pending
